Date,Open,High,Low,Close,Volume
2017-10-16,1008.440000,1009.571700,1001.040000,1006.340000,2008908
2017-10-17,1005.590000,1011.469900,1004.380000,1009.130000,2319742
2017-10-18,1009.270000,1022.310000,996.550000,997.000000,2499681
2017-10-19,990.000000,991.050000,980.240000,986.610000,3108197
2017-10-20,993.530000,994.620000,982.000000,982.910000,2365122
2017-10-23,986.730000,986.775000,962.500000,966.300000,3494100
2017-10-24,969.000000,979.850000,965.000000,975.900000,2723935
2017-10-25,978.000000,984.440000,966.240000,972.910000,3033113
2017-10-26,980.330000,982.900000,968.550000,972.430000,5618675
2017-10-27,1058.140000,1105.580000,1050.550000,1100.950000,16565021
2017-10-30,1095.010000,1122.790000,1093.560000,1110.850000,6613064
2017-10-31,1109.000000,1110.540000,1101.120100,1105.280000,3476967
2017-11-01,1105.400000,1108.970000,1096.740000,1103.680000,3755511
2017-11-02,1097.810000,1101.935000,1086.869100,1094.220000,3684876
2017-11-03,1091.150000,1112.680000,1088.520000,1111.600000,3751480
2017-11-06,1109.150000,1125.410000,1108.770000,1120.660000,3381138
2017-11-07,1124.740000,1130.600000,1117.500000,1123.170000,2688977
2017-11-08,1122.820000,1135.540000,1119.110000,1132.880000,2581451
2017-11-09,1125.960000,1129.620900,1115.770000,1129.130000,3732732
2017-11-10,1126.100000,1131.750000,1124.060000,1125.350000,2179937
2017-11-13,1123.000000,1139.900000,1122.340000,1129.170000,2918439
2017-11-14,1130.110000,1138.000000,1123.890000,1136.840000,3138423
2017-11-15,1127.010000,1131.750000,1121.630000,1126.690000,3928680
2017-11-16,1130.160000,1138.160000,1130.050000,1137.290000,2213322
2017-11-17,1138.280000,1138.800000,1125.810100,1129.880000,2413388
2017-11-20,1129.770000,1133.420000,1122.550000,1126.310000,2163855
2017-11-21,1132.860000,1140.000000,1128.200000,1139.490000,2479397
2017-11-22,1141.000000,1160.270000,1141.000000,1156.160000,3555273
2017-11-24,1160.700000,1186.840000,1160.700000,1186.000000,3528011
2017-11-27,1202.660000,1213.410000,1191.150000,1195.830000,6744045
2017-11-28,1204.880000,1205.340000,1188.521000,1193.600000,4559449
2017-11-29,1194.800000,1194.800000,1145.190000,1161.270000,9257512
2017-11-30,1167.100000,1178.570100,1160.000000,1176.750000,4509208
2017-12-01,1172.050000,1179.650000,1152.000000,1162.350000,4107094
2017-12-04,1173.850000,1175.200000,1128.000000,1133.950000,5931915
2017-12-05,1128.260000,1159.270000,1124.740000,1141.570000,4079774
2017-12-06,1137.990000,1155.890000,1136.080000,1152.350000,2853316
2017-12-07,1156.590000,1163.190000,1151.000000,1159.790000,2511569
2017-12-08,1170.400000,1172.790000,1157.100000,1162.000000,3050074
2017-12-11,1164.600000,1169.900000,1157.000000,1168.920000,2363473
2017-12-12,1166.510000,1173.600000,1161.610000,1165.080000,2235892
2017-12-13,1170.000000,1170.870000,1160.270000,1164.130000,2616760
