Date,Open,High,Low,Close,Volume
2017-10-16,183.531600,183.698300,182.344800,182.835200,390493
2017-10-17,182.825400,183.688500,182.403600,182.697900,432458
2017-10-18,182.335000,182.982300,181.016000,181.422800,730503
2017-10-19,181.059900,183.109800,180.648000,182.864600,525354
2017-10-20,183.315800,184.983200,183.227500,184.885100,678047
2017-10-23,185.081300,185.326500,183.570800,184.071000,392777
2017-10-24,185.277500,186.268100,184.345700,185.061700,612014
2017-10-25,184.639900,185.365700,182.697900,183.482500,642522
2017-10-26,184.512400,184.963600,183.561000,184.424100,511216
2017-10-27,184.306400,185.297100,183.306000,185.159800,411762
2017-10-30,184.728200,185.032200,182.501700,183.413900,502288
2017-10-31,206.620200,206.679000,191.579200,196.968900,3465152
2017-11-01,198.410700,198.945200,191.240900,191.417400,1632196
2017-11-02,192.113800,196.223400,191.790100,195.399500,759805
2017-11-03,195.684000,195.782100,193.859700,194.575700,744034
2017-11-06,193.869500,194.575700,192.672900,193.055400,1229807
2017-11-07,193.271200,197.209200,192.721900,196.978700,1030320
2017-11-08,189.004600,195.566300,188.318000,190.063900,1459845
2017-11-09,188.985000,189.426300,185.718800,186.170000,952194
2017-11-10,186.921500,190.123000,185.503000,189.738900,541930
2017-11-13,188.862100,190.251100,187.290900,189.669900,632227
2017-11-14,188.960600,189.561500,187.877000,188.724200,575210
2017-11-15,187.620900,187.620900,184.852800,185.916700,741385
2017-11-16,197.127100,198.969200,190.211700,190.724000,2377937
2017-11-17,190.152600,194.053600,190.152600,191.462800,1265388
2017-11-20,191.108100,192.881300,190.182200,191.334700,762688
2017-11-21,191.847000,192.092300,189.054200,190.142800,1001436
2017-11-22,187.591400,189.571400,186.064500,188.172600,1102152
2017-11-24,188.940900,189.049300,187.256400,188.625700,280013
2017-11-27,189.147800,189.748700,187.798200,188.192300,680167
2017-11-28,186.182700,195.068200,185.852700,194.191500,1895910
2017-11-29,194.063400,194.221000,186.015200,187.295800,1201930
2017-11-30,188.300600,191.423400,187.877000,190.201900,1250620
2017-12-01,190.063900,192.457700,185.788600,187.620900,862894
2017-12-04,189.916200,192.881300,187.423900,187.936100,1327063
2017-12-05,188.005100,189.689600,184.734600,184.882400,1155929
2017-12-06,185.040000,188.852300,184.409500,187.749000,1156709
2017-12-07,189.991000,190.852000,186.990500,189.394100,720905
2017-12-08,190.797800,191.452900,189.088700,189.985100,596067
2017-12-11,189.630500,191.490200,187.522400,188.615900,485886
2017-12-12,187.906600,189.926000,187.867200,187.906600,470860
2017-12-13,188.409000,190.280700,188.133200,188.606000,660810
2017-12-14,189.325100,190.921000,186.527500,186.626000,629618
2017-12-15,188.212000,189.275900,187.709600,188.083900,1121340
2017-12-18,190.438300,191.581000,189.591100,189.955600,631413
2017-12-19,190.211700,191.512000,188.971600,190.950500,769145
2017-12-20,192.477400,192.669500,189.916200,190.192000,548479
2017-12-21,191.226400,191.984900,189.660100,191.246100,450461
2017-12-22,190.783100,191.773100,190.103300,191.669600,422897
2017-12-26,191.669600,192.684300,191.364300,191.630200,287940
2017-12-27,192.093200,193.698900,191.737800,193.068500,389321
2017-12-28,193.807300,194.762800,192.772900,194.585500,531772
2017-12-29,195.147000,195.600200,193.393600,193.423100,486936
2018-01-02,194.861300,195.541100,192.310000,194.713600,613370
2018-01-03,194.102800,197.728000,194.102800,197.560500,841416
2018-01-04,198.624400,200.062600,196.260200,196.683800,734608
2018-01-05,197.521100,197.521100,195.798200,196.989100,627395
2018-01-08,196.989100,199.373100,196.073000,198.998700,765679
2018-01-09,199.668600,200.780800,198.530800,199.727700,489445
2018-01-10,199.717900,200.451800,198.003800,199.117000,543428
2018-01-11,199.786800,203.067200,199.747400,203.067200,503615
2018-01-12,203.106600,205.175300,202.643600,204.820600,603209
2018-01-16,204.998000,206.258900,200.092200,201.963900,779519
2018-01-17,203.313500,204.771400,202.259400,203.480900,742473
2018-01-18,204.022700,204.643300,201.215200,201.993400,715250
2018-01-19,202.131300,204.042400,200.328600,200.476400,1015283
2018-01-22,200.959100,201.353100,199.235200,200.890100,897640
2018-01-23,200.959100,204.411800,200.151300,201.638800,1040028
2018-01-24,203.776400,203.776400,195.807000,197.481700,1456497
2018-01-25,198.102300,199.304100,195.058400,196.733000,1064846
2018-01-26,196.762600,200.210400,196.644400,199.983800,873032
2018-01-29,199.048000,200.919700,196.284800,196.802000,665214
2018-01-30,195.698700,197.934800,194.664400,196.802000,621575
2018-01-31,197.925000,198.008700,193.452700,194.349100,876041
2018-02-01,194.171800,198.801700,193.536400,196.220800,1034857
2018-02-02,194.624900,194.624900,190.132900,191.127800,1154594
2018-02-05,189.738900,191.581000,181.808900,181.808900,1345398
2018-02-06,175.622500,187.157900,174.066000,185.759100,1766979
2018-02-07,185.187700,188.773500,184.448900,185.966000,984190
2018-02-08,185.591600,186.005400,175.898300,176.065800,1264270
2018-02-09,178.479200,182.114200,175.198900,180.311500,1418769
2018-02-12,183.325900,185.276400,180.912400,183.522900,800466
2018-02-13,181.237500,182.656000,179.316600,181.690600,1131672
2018-02-14,180.705600,185.168000,180.705600,184.301100,823516
2018-02-15,185.877300,186.074300,182.606800,184.783800,988210
2018-02-16,184.303000,186.628400,183.515800,183.620200,845915
2018-02-20,182.363500,184.164500,181.136500,182.739500,692851
2018-02-21,182.650500,185.708200,181.888500,182.027100,603956
2018-02-22,182.779100,185.609200,181.740100,183.353000,658430
2018-02-23,184.748300,184.748300,181.374000,183.531200,602101
2018-02-26,184.441500,186.722500,183.343200,186.400800,928606
2018-02-27,186.351400,186.796700,182.591100,182.670300,724999
2018-02-28,183.877500,183.877500,178.850600,178.910000,988580
2018-03-01,178.662600,179.563100,173.497200,174.328400,1275076
2018-03-02,173.427900,177.336600,170.909500,176.752800,1218020
2018-03-05,175.436700,179.543300,174.941900,179.216700,842184
2018-03-06,180.552600,181.527300,178.227200,179.602700,753350
2018-03-07,177.465200,181.205700,176.506400,180.196400,775514
2018-03-08,180.849500,182.323900,179.218400,181.928100,805265
2018-03-09,183.273900,187.212200,182.759300,187.152900,691927
2018-03-12,187.024300,187.321100,184.629600,185.935800,700968
