Date,Open,High,Low,Close,Volume
2017-10-16,96.684000,97.034900,96.295800,96.763700,2075186
2017-10-17,96.803500,97.321100,96.116600,97.002600,1695319
2017-10-18,97.092100,98.007900,96.126600,96.216200,2040447
2017-10-19,95.250600,96.246000,94.922200,95.320300,1875107
2017-10-20,95.340200,96.594400,94.981900,96.395400,2194495
2017-10-23,96.624300,97.042400,96.226100,96.524800,2395754
2017-10-24,97.251400,97.520200,95.788200,96.037000,2190394
2017-10-25,95.877700,96.425200,95.230700,95.708500,1958994
2017-10-26,96.007100,96.743700,95.300400,96.475000,1980801
2017-10-27,95.768200,98.107500,95.399900,98.017900,2911191
2017-10-30,98.207000,99.232300,97.828700,99.073000,3505439
2017-10-31,98.794300,99.949000,98.605200,99.411400,3272527
2017-11-01,100.327200,101.999500,96.266000,101.820300,3953417
2017-11-02,100.904600,102.517100,100.904600,102.477300,2970916
2017-11-03,103.323400,104.587600,102.835600,104.020200,4080161
2017-11-06,104.667200,106.697800,104.577600,106.468900,4709626
2017-11-07,106.857100,107.457300,105.065400,105.602900,4021318
2017-11-08,105.025500,105.304300,103.323400,103.851000,3426189
2017-11-09,103.353300,104.955900,103.084500,104.298900,3053056
2017-11-10,104.050000,104.637300,102.736100,104.099800,3383230
2017-11-13,103.721600,104.517900,103.263700,103.980400,1822941
2017-11-14,103.373200,103.582200,101.890000,101.999500,2428409
2017-11-15,100.715400,101.860000,99.620500,100.894600,3357700
2017-11-16,100.824900,101.690900,100.347100,100.964300,2027498
2017-11-17,101.292800,101.740700,100.645800,101.173300,2596845
2017-11-20,100.914500,101.531700,100.237600,100.974200,1659713
2017-11-21,101.830300,102.148700,100.869700,101.193200,4058416
2017-11-22,101.939800,102.347900,101.073800,101.123500,2654829
2017-11-24,101.621300,102.079100,100.914500,101.193200,913550
2017-11-27,101.103600,101.317700,98.764400,99.361700,2947797
2017-11-28,99.292000,99.720000,98.654900,99.381600,2037194
2017-11-29,99.102900,100.068400,98.794300,100.038600,2721558
2017-11-30,100.536300,102.258300,100.536300,101.850200,4183723
2017-12-01,102.845600,103.940600,101.193200,102.437500,3446054
2017-12-04,102.218500,102.556900,100.526300,100.586000,2423456
2017-12-05,100.227700,101.302700,100.058500,100.436700,2045989
2017-12-06,99.968900,99.988800,98.038800,98.406100,2768449
2017-12-07,98.435900,99.371600,98.057700,99.262100,1687645
2017-12-08,99.819600,100.277400,99.292000,99.929100,1512439
2017-12-11,100.028600,101.870100,99.934000,100.745300,1946819
2017-12-12,99.819600,100.954300,98.983400,99.819600,2128157
2017-12-13,99.998700,100.257500,99.252200,99.481100,1426884
2017-12-14,99.301900,100.367000,99.092900,99.182500,2425027
2017-12-15,100.078400,100.177900,98.017900,98.097500,4632953
2017-12-18,98.246800,99.710100,98.226900,99.451300,2670341
2017-12-19,99.879300,101.332600,99.222300,100.964300,2374437
2017-12-20,101.581400,103.343300,100.745300,103.064600,2651764
2017-12-21,103.253700,106.259900,102.766000,105.861700,3330281
2017-12-22,106.210100,107.384700,105.393800,106.618200,2028669
2017-12-26,106.747600,109.156500,106.508700,108.907600,2071502
2017-12-27,108.559200,108.798100,107.226400,107.862500,1801972
2017-12-28,108.001800,108.131200,107.364800,107.952000,1250552
2017-12-29,108.609000,108.609000,107.384700,107.414500,1778184
2018-01-02,108.171000,108.887700,107.723100,108.798100,1899830
2018-01-03,109.634300,111.316500,109.315800,110.420700,3068424
2018-01-04,109.883100,110.699400,109.247100,110.440600,2124966
2018-01-05,110.151900,111.784400,109.614400,111.655000,2221207
2018-01-08,111.923700,112.700100,111.137400,112.192500,1934379
2018-01-09,112.411500,112.580700,111.027900,111.197100,1944057
2018-01-10,111.426000,113.227700,111.346400,111.495700,4751455
2018-01-11,112.272100,115.188700,111.943600,114.611300,3828104
2018-01-12,114.422200,115.935200,114.262900,115.168800,2025312
2018-01-16,115.455400,116.073400,112.724000,113.033000,4835628
2018-01-17,113.352000,113.990000,111.786900,113.172600,3324297
2018-01-18,113.003100,114.797400,112.464800,113.880300,4564600
2018-01-19,113.591200,114.398700,113.112800,114.009900,2920580
2018-01-22,114.169400,116.492100,114.049800,116.452200,2233174
2018-01-23,116.681500,118.226600,116.512000,117.469000,3150700
2018-01-24,117.618500,118.525700,116.831000,118.097000,2463897
2018-01-25,118.545600,118.625300,116.661500,117.080200,2061289
2018-01-26,116.691500,117.688300,116.432300,117.389200,2170913
2018-01-29,116.751300,117.758100,116.053500,116.213000,1584903
2018-01-30,115.614900,115.614900,113.541400,114.807400,3589051
2018-01-31,114.956900,115.365600,114.069700,114.637900,2409788
2018-02-01,114.917100,116.203000,114.219300,116.153200,2507634
2018-02-02,114.647900,114.827300,112.056100,112.474800,2549409
2018-02-05,111.348300,113.521500,108.656800,109.215100,3175882
2018-02-06,107.420700,110.550800,105.756000,107.929100,4635477
2018-02-07,108.078700,109.364600,105.427000,105.447000,4666029
2018-02-08,105.686200,106.164700,100.662100,100.721900,4675563
2018-02-09,101.569200,102.276900,96.236100,99.754900,5335724
2018-02-12,101.220300,103.702500,101.011000,102.815300,3551493
2018-02-13,102.167300,102.915000,101.290100,102.147400,1735273
2018-02-14,101.260200,106.722900,101.180400,106.423900,4089159
2018-02-15,106.264400,107.719800,104.679400,107.351000,3495524
2018-02-16,106.802700,108.397600,106.264400,107.301100,2973536
2018-02-20,107.440700,108.686700,105.815800,107.620100,3381622
2018-02-21,107.311100,108.397600,105.447000,105.476900,4119303
2018-02-22,106.364100,108.766500,105.606600,106.752800,3165934
2018-02-23,107.390800,108.537200,106.992100,108.487400,2063917
2018-02-26,109.215100,109.813200,108.228200,109.145300,4474264
2018-02-27,108.935900,109.185200,106.403900,106.603300,3581296
2018-02-28,101.310000,106.065000,100.991000,101.100700,7738731
2018-03-01,101.469500,101.788500,99.525700,100.861400,4604948
2018-03-02,100.223500,101.888200,99.087100,101.130600,4040044
2018-03-05,100.592300,102.436500,100.083900,101.489500,3129484
2018-03-06,102.386600,102.615900,100.422800,100.692000,3421320
2018-03-07,99.665200,100.781700,99.017300,100.552400,3331365
2018-03-08,101.210300,101.280100,99.341200,100.273300,2525902
2018-03-09,101.260200,102.576000,100.961100,102.476300,2910164
2018-03-12,102.177300,102.496300,100.173600,100.333100,5209091
2018-03-13,101.050800,101.449600,99.366200,99.735000,3210405
2018-03-14,100.482600,100.581200,99.326300,99.575500,2189310
2018-03-15,100.073900,100.402900,97.870900,98.339400,3843021
2018-03-16,98.558700,100.542500,98.239700,100.133700,4950799
2018-03-19,99.565500,100.083900,97.133200,98.160000,2605066
2018-03-20,99.037200,101.349900,98.927600,101.011000,4555069
2018-03-21,101.399700,105.496800,101.320000,104.450100,5288876
2018-03-22,103.194100,104.749200,102.835200,103.961700,6672783
2018-03-23,104.420200,106.394000,104.370400,105.526700,6576370
2018-03-26,106.533500,107.311100,105.387200,107.231300,4818051
2018-03-27,107.121700,107.570300,105.157900,105.995200,5199905
2018-03-28,105.466900,106.862500,102.934900,103.493100,5512392
2018-03-29,104.320500,105.526700,103.842000,104.938600,3392992
2018-04-02,104.609600,104.809000,99.924400,102.605900,3757666
2018-04-03,103.154200,104.973500,101.469500,104.739200,3477069
2018-04-04,103.224000,104.225800,102.725600,103.842000,4241912
2018-04-05,104.270700,105.048200,103.453300,104.051400,3842533
2018-04-06,103.742300,103.742300,98.488900,101.609100,6473868
2018-04-09,102.157400,104.988400,101.504400,103.054500,4634332
2018-04-10,104.759100,108.736600,104.669400,107.321000,5453564
2018-04-11,107.091800,109.793200,106.604300,109.055600,3466547
2018-04-12,109.125300,110.491000,107.869300,109.633700,4378355
2018-04-13,110.287800,111.086600,109.454000,110.856900,3338156
2018-04-16,111.486000,111.526000,110.537400,110.856900,2745043
2018-04-17,110.996700,111.695700,110.197900,110.986800,3720093
2018-04-18,111.945300,114.012300,111.436100,112.684300,5109452
2018-04-19,113.243400,114.541500,112.309800,113.872500,4963223
2018-04-20,113.363300,114.401700,112.494500,113.802600,3112447
2018-04-23,113.483100,114.791200,112.644300,114.671300,2146925
2018-04-24,115.150600,116.255000,113.203500,114.421700,3632322
2018-04-25,113.762700,115.669900,112.903900,115.230500,3506890
2018-04-26,116.239000,117.626900,115.699800,117.447200,3439920
2018-04-27,116.578500,117.637000,115.959400,116.618500,1822347
2018-04-30,116.418800,119.534200,116.160100,117.996400,3315547
2018-05-01,117.487200,117.776800,116.009400,117.387300,2364905
2018-05-02,117.367400,118.415800,115.949500,116.478700,4779500
2018-05-03,115.729800,115.959400,113.932400,115.839600,4269510
2018-05-04,114.831100,115.809700,111.316300,114.491600,5724954
2018-05-07,115.639900,116.948000,113.033700,113.722700,5991347
2018-05-08,113.493100,115.420200,112.025200,115.120700,3886225
2018-05-09,116.987900,118.635500,115.729800,117.617000,6104651
2018-05-10,118.575600,119.284500,118.276000,118.775300,4093137
2018-05-11,118.845200,119.823800,116.838100,117.237600,2951245
2018-05-14,117.936500,119.424200,117.916600,118.505700,2645068
2018-05-15,118.306000,120.233200,118.176200,120.053400,3191202
2018-05-16,119.624000,121.691000,119.404400,121.321600,2900150
2018-05-17,121.820800,126.264300,121.820800,125.964700,5721363
2018-05-18,126.094500,126.294200,124.092500,125.605200,4064392
2018-05-21,126.693600,127.842000,125.814900,127.262800,2573279
2018-05-22,127.113000,127.772100,122.899200,123.578200,2397243
2018-05-23,123.059000,124.037600,121.501300,122.799400,4382934
2018-05-24,121.071900,121.521300,119.494200,119.803800,3176181
2018-05-25,117.267500,117.764200,115.140600,117.587000,3935591
2018-05-29,115.929500,117.447200,114.990900,116.039300,3255225
2018-05-30,117.367400,120.043400,116.987900,119.584100,2894036
2018-05-31,118.675400,120.043400,117.557100,117.637000,3544157
2018-06-01,118.306000,118.385900,116.918000,118.176200,2919371
2018-06-04,119.883700,120.872200,117.617000,118.495700,3756482
2018-06-05,117.846700,118.066300,114.631400,116.408800,4158693
2018-06-06,116.129200,117.237600,114.691300,115.969400,4361062
2018-06-07,117.247500,119.094800,116.448700,117.756800,3737073
2018-06-08,117.986500,118.545600,116.478700,117.497200,2413530
2018-06-11,117.786700,118.515700,116.328900,117.836700,2374892
2018-06-12,117.736800,118.935100,117.137700,118.296000,3396796
2018-06-13,118.316000,119.554200,117.597000,118.076300,2364853
2018-06-14,119.174700,119.314500,117.237600,117.357400,2856553
2018-06-15,116.738300,116.928000,113.762700,114.012300,5028559
2018-06-18,114.232000,117.696900,113.832600,116.448700,3181612
2018-06-19,114.851100,117.597000,113.932400,116.908000,2447966
2018-06-20,118.076300,119.644000,117.227600,119.254600,2383557
2018-06-21,118.216100,118.216100,115.839600,116.428700,3003639
2018-06-22,119.873700,120.772400,118.021400,118.335900,3364827
2018-06-25,118.665500,118.775300,115.739800,116.658400,1946310
2018-06-26,116.868100,120.283100,116.868100,119.504200,2472597
2018-06-27,121.451400,124.596700,120.632600,123.748000,4709193
2018-06-28,123.987600,125.315700,122.330100,123.318600,2679688
2018-06-29,123.248700,126.134500,123.108900,124.247200,3020241
2018-07-02,123.628200,123.678100,120.932100,122.220200,2310840
2018-07-03,123.837800,125.215800,121.830800,122.250200,1382761
2018-07-05,123.468400,124.856400,122.529800,123.039000,2483854
2018-07-06,122.000600,124.766500,121.830800,124.167400,1495076
2018-07-09,124.816400,126.269300,124.327100,125.944800,1672191
2018-07-10,127.083100,127.772100,125.874900,126.783500,1996218
2018-07-11,125.874900,126.633700,123.448400,124.476900,1964002
2018-07-12,124.726500,125.485400,122.919500,123.957700,1972381
2018-07-13,124.207300,126.818500,123.947700,125.775000,1820679
2018-07-16,124.770000,125.440000,122.900000,124.610000,3210163
2018-07-17,124.200000,124.990000,122.110000,124.320000,3870145
2018-07-18,123.340000,124.210000,121.161000,123.580000,3280198
2018-07-19,122.740000,123.580000,122.190000,122.390000,2889633
2018-07-20,122.680000,123.310000,121.440000,122.350000,1540929
2018-07-23,123.160000,123.460000,122.290000,122.860000,1746311
2018-07-24,123.690000,127.120000,122.980000,125.620000,2850860
2018-07-25,125.630000,128.670000,125.320000,128.380000,2967334
2018-07-26,128.940000,129.746100,128.360000,128.860000,2860317
2018-07-27,128.320000,130.490000,127.761000,129.150000,2452915
2018-07-30,130.450000,131.600000,129.530000,129.900000,2053326
2018-07-31,130.290000,131.400000,128.320000,128.940000,2467908
2018-08-01,127.570000,128.550000,124.920000,125.570000,3525519
2018-08-02,124.560000,126.310000,123.510000,125.930000,3510603
2018-08-03,122.750000,125.005000,120.840000,122.410000,4117651
2018-08-06,123.180000,125.100000,122.000000,123.900000,2395966
2018-08-07,125.000000,126.290000,124.310000,124.430000,1774014
2018-08-08,123.300000,124.380000,121.500000,122.770000,3152892
2018-08-09,123.200000,123.900000,121.880000,122.310000,1874788
2018-08-10,122.200000,122.890000,121.370000,122.770000,2268014
2018-08-13,122.790000,123.500000,121.135000,121.500000,1581944
2018-08-14,122.900000,123.568300,122.040000,123.070000,1469931
2018-08-15,121.470000,121.730000,114.710000,115.440000,4183972
2018-08-16,116.110000,117.070000,115.670000,115.910000,3702262
2018-08-17,116.510000,116.750000,114.050000,114.770000,4492925
2018-08-20,115.220000,115.740000,114.630000,114.770000,4020618
2018-08-21,115.920000,116.619000,115.290000,115.490000,2548800
2018-08-22,116.240000,117.920000,116.240000,117.320000,2104183
2018-08-23,116.710000,116.800000,115.740000,116.400000,2074845
